# step	order
0 -4.943071321942543	14	5.0	4.86871661096319	9.86871661096319	7.382731985723979	20	16	4.702954029301727	0.6786685972939013	0.9542341469372088
1 -4.538428333983968	14	5.0	4.922234650080463	9.922234650080462	6.889008172723673	20	16	4.715707822601028	0.6464707285007814	0.9327682409475254
2 -4.134529246772357	14	5.294916989401159	4.618744086801846	9.913661076203006	7.222750792970789	20	16	4.774115971224628	0.6326899595021631	0.9264749765831909
3 -4.206824175333689	14	5.197503406905113	4.853120316969525	10.050623723874638	7.519953947975629	20	16	4.666980869377371	0.6371161159605454	0.9181081557675603
4 -4.4777363252629145	14	5.001222521184738	4.906972379479216	9.908194900663954	7.497794389171384	20	16	4.691746232573786	0.641572183720547	0.9266449967938812
5 -4.300401325197738	14	5.095121284508391	4.742601440395205	9.837722724903596	7.064866691463602	20	16	4.7580810040370665	0.6352880829685456	0.927851167251862
6 -4.3062210029724275	14	5.036988945662422	4.617066780814648	9.65405572647707	7.373393552716076	20	16	4.738776946244259	0.6468908118486316	0.923550635901802
7 -4.489214146031823	14	5.000287016769357	4.645997846913763	9.64628486368312	7.0884099712994875	20	16	4.706603245819713	0.6540999673620013	0.944083365701559
8 -4.506765005042977	14	5.0	4.891311792650093	9.891311792650093	6.749435307698661	20	16	4.711744117782999	0.6671670156369272	0.945691449847631
9 -4.230219650344768	14	5.169085338295238	4.766556541762705	9.935641880057943	7.126731629791262	20	16	4.717886498803353	0.6657908237185518	0.9431030578002613
10 -3.9752173983886485	14	5.538889102845943	5.134719414236196	10.673608517082139	7.35181297617291	20	16	4.6816243395519885	0.6534923688331713	0.9242427953328366
11 -3.882796572229095	14	5.669054083782926	4.796354857658146	10.465408941441073	7.353691642288755	20	16	4.719916106468469	0.6534303316510307	0.94361022190163
12 -4.33884545920736	14	5.06272322381735	4.926730359977625	9.989453583794974	7.246281195775294	20	16	4.66902760087475	0.6777201753925156	0.946830059745693
13 -4.322145005114351	14	5.076040239550056	4.726975975296888	9.803016214846945	6.745296271065628	20	16	4.647456424576328	0.6761984238120455	0.9218123169151514
14 -3.9447952836577556	14	5.58628131165842	4.784069713160128	10.370351024818547	6.317726868320239	20	16	4.622692123883963	0.6583537794288457	0.918796758549572
15 -4.414697895657248	14	5.0122574869332315	4.571312390054164	9.583569876987395	6.63014950130368	20	16	4.680188658521477	0.6629871220947355	0.9373655090263091
16 -4.0641960372204675	14	5.399843297478576	4.6045022666231326	10.004345564101708	5.669896517381326	20	16	4.674992429107679	0.6521635517943336	0.9540451189944495
17 -3.891504909088083	14	5.645154796086674	5.0	10.645154796086674	6.260102593476462	20	16	4.648451441765837	0.6388805311736456	0.9512930704303937
18 -4.422425832594225	14	5.014774862137729	4.92471183991567	9.939486702053399	6.8315548385939255	20	16	4.619022913391555	0.6487492925190209	0.9435356436003478
19 -4.605979937154898	14	5.0	4.8413501893117665	9.841350189311767	6.921012465311018	20	16	4.70840516608307	0.6349131270019144	0.9378799360105937
20 -4.234072544472499	14	5.164572697044548	4.681912535539485	9.846485232584033	6.707624045162824	20	16	4.655802555786064	0.6207487634007384	0.9534843476942482
21 -4.277678194727789	14	5.117078345034994	5.06146656022648	10.178544905261473	6.88989886024685	20	16	4.603902301079671	0.644616183610497	0.9731313176266968
22 -4.271897775712972	14	5.122979759373199	4.99653480932505	10.11951456869825	6.77467061081753	20	16	4.638852271364211	0.6607375493856387	0.945211301373331
23 -4.27471214807215	14	5.12009082494113	4.981179892476333	10.101270717417464	6.347174550944579	20	16	4.671993130445466	0.665414494122532	0.926550687973431
24 -4.223108803471119	14	5.177540620147504	5.0	10.177540620147504	6.623432650373866	20	16	4.657129657495896	0.65762315567473	0.9285950832174366
25 -4.40970620508568	14	5.019982113817393	4.927432998099428	9.94741511191682	6.912101474630419	20	16	4.654897352515613	0.6492057409151105	0.9311417679103389
26 -4.386150120897031	14	5.0316424494353384	4.881912567391675	9.913555016827013	6.892408047837786	20	15	4.609601012284663	0.6633163005560434	0.9443630760439135
27 -4.37112610510151	14	5.040423052563437	4.505001003766197	9.545424056329633	6.629859446771436	20	16	4.587117248922417	0.6649439818962973	0.9461791351980864
28 -4.500466994946026	14	5.0	4.778800728040849	9.77880072804085	6.51754419918313	20	16	4.606417699308232	0.6716159890595661	0.9421132697280643
29 -4.322640586078533	14	5.075628074184371	4.708396226224604	9.784024300408975	6.461166234597684	20	16	4.656299426562468	0.6461040570990996	0.9309280291171405
30 -4.239031259148231	14	5.158837298031291	4.73750723378973	9.896344531821022	6.782117252977327	20	16	4.708908699776304	0.63054546764216	0.9400131185760475
31 -4.0548736773559835	14	5.414230929055897	4.9823744082998145	10.396605337355712	6.531038292962742	20	16	4.670391550467457	0.6182663694491441	0.9458430083811086
32 -4.115519342090449	14	5.322499696548048	4.878190570967848	10.200690267515895	6.730689079016539	20	16	4.696393764276446	0.6224843136741173	0.9404311597399874
33 -4.224381843764656	14	5.176014940018706	4.823830801062383	9.999845741081089	6.904139384670982	20	16	4.62001391893472	0.6390004762442358	0.9673367691292122
34 -4.407138594196433	14	5.021126517529016	4.888510056497015	9.909636574026031	7.397175030427864	20	16	4.605854588804765	0.6566866001338151	0.9441158937854116
35 -4.445538320675994	14	5.0073006594746765	4.8418632942210005	9.849163953695676	7.151422666345093	20	15	4.643476907296247	0.667036211214002	0.9270559314928452
36 -4.2851750787057306	14	5.109612905514071	4.9036428236358125	10.013255729149883	7.403900695077112	20	16	4.684690229748963	0.6650468531325959	0.9323924636747639
37 -4.172231358689724	14	5.222189464662689	4.979617434303067	10.201806898965756	6.823482378544032	20	16	4.651196571051777	0.6473297534580377	0.934466719637912
38 -4.33486397498668	14	5.065790145894306	4.76120399164481	9.826994137539117	6.6751205761330885	20	16	4.672707060023852	0.650278966478279	0.9529670909557844
39 -4.344857203765685	14	5.058222187851952	5.0015411662110845	10.059763354063037	6.6048719803465445	20	16	4.659793533797939	0.6495764264695603	0.9449815026310037
40 -4.369083633710179	14	5.041685754474118	5.17335330120134	10.215039055675458	6.553262280946977	20	16	4.647749787691562	0.6436276678265084	0.9597015349952098
41 -4.3873167361813	14	5.03100404654377	4.681049055081099	9.712053101624868	6.604515647237434	20	16	4.670042567437594	0.6374625159851127	0.9157546467046418
42 -4.448460638481394	14	5.006539865269751	4.520032155410672	9.526572020680423	6.230570059049873	20	16	4.714200990111742	0.6322226705464816	0.9253987590567655
43 -4.098041290797326	14	5.348420556759047	4.645825731308279	9.994246288067327	6.6768799329024455	20	16	4.655168333690495	0.6421723984806497	0.9356431143551402
44 -4.523062792741593	14	5.0	4.558085888716043	9.558085888716043	7.007954992646646	20	16	4.651689411194399	0.6629500505830284	0.9356473858754979
